14,22,0,13,121,68,45,2,14,144
15,23,5,12,97,45,30,2,11,103
16,15,-5,8,125,61,42,2,6,63
7,16,9,4,77,33,27,0,8,48
13,25,5,10,121,51,28,2,18,151
6,19,5,4,87,86,27,1,7,46
17,27,14,14,116,55,51,2,7,106
7,18,0,8,91,32,33,3,19,157
10,26,13,11,79,50,30,2,11,98
7,16,1,7,97,20,19,2,11,155
8,8,-19,7,85,35,39,2,8,112
8,13,0,5,80,54,34,2,18,134
