16,22,-7,4,99,45,32,1,17,127
15,14,-3,6,98,66,24,2,21,140
7,21,18,8,77,33,21,2,11,93
15,17,6,8,92,59,25,1,14,63
12,27,-11,18,94,43,40,3,11,90
11,17,5,5,92,37,18,1,15,113
10,26,8,9,99,69,44,2,4,45
10,19,11,7,76,31,19,0,15,79
14,16,15,5,98,59,40,2,6,73
11,17,10,11,77,25,20,3,11,101
10,25,17,5,97,57,31,4,20,181
6,10,6,1,72,39,28,4,17,152
