15,30,11,22,89,52,39,4,11,167
11,28,16,16,92,34,29,4,14,206
12,22,16,12,109,50,40,1,6,47
10,18,4,12,81,33,26,2,7,80
11,25,-7,16,91,26,26,2,5,86
12,27,4,19,99,32,33,4,15,156
12,20,0,12,99,40,25,3,18,147
13,18,-6,12,112,56,31,1,7,36
5,17,-9,7,97,44,32,4,14,151
9,22,7,10,84,48,29,1,12,113
5,16,0,11,94,42,32,1,3,37
10,13,-6,12,107,27,31,2,2,55
