13,14,12,7,88,43,28,1,7,63
3,14,-5,4,61,37,24,0,20,0
6,11,-1,4,76,82,35,2,13,100
15,10,2,8,104,54,30,1,6,71
9,20,12,11,108,71,44,0,20,0
10,12,1,6,109,52,49,2,3,72
11,20,6,12,112,53,45,4,15,189
5,12,-6,8,99,57,33,4,12,190
9,11,3,8,81,30,20,1,6,94
8,15,2,5,89,42,24,2,11,96
1,14,-8,6,79,42,39,1,5,97
5,11,3,3,55,51,15,3,9,84
