21,29,-5,14,197,116,70,6,33,299
25,30,23,19,198,80,58,4,29,228
26,38,2,26,224,76,52,4,13,167
27,33,7,24,167,72,59,4,27,210
28,41,-4,29,227,92,59,5,17,189
16,32,12,21,155,87,44,6,23,235
16,38,-13,23,178,55,41,8,28,313
17,43,-15,29,211,94,58,5,21,246
18,42,-9,18,209,94,67,6,21,300
24,39,12,30,186,152,71,1,16,144
24,33,0,16,173,93,43,4,17,193
16,29,-3,15,186,77,61,1,13,109
